State,District,Block,Village,Observation_Well,Latitude,Longitude,Date,Month,Season,Rainfall_mm,Temperature_C,Humidity_pct,Solar_Radiation,Wind_Speed,Previous_Groundwater_Level,Groundwater_Level,Rainfall_Lag1,Level_Change,Is_Monsoon
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2020-03-01,3,Summer,4.19,29.79,81.36,21.39,3.63,19.89,19.83,5.13,-0.060000000000002274,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2020-04-01,4,Summer,5.16,38.42,61.36,14.52,1.56,19.83,19.7,4.19,-0.129999999999999,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2020-05-01,5,Summer,6.77,33.92,70.18,18.82,4.1,19.7,19.56,5.16,-0.14000000000000057,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2020-06-01,6,Monsoon,39.45,34.51,73.88,22.11,2.49,19.56,20.06,6.77,0.5,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2020-07-01,7,Monsoon,34.82,29.43,75.11,23.04,2.28,20.06,20.46,39.45,0.40000000000000213,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2020-08-01,8,Monsoon,33.91,27.96,65.28,23.68,6.07,20.46,20.88,34.82,0.41999999999999815,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2020-09-01,9,Monsoon,25.94,27.51,49.03,19.99,1.86,20.88,21.17,33.91,0.2900000000000027,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2020-10-01,10,Post-Monsoon,67.94,32.45,38.86,21.81,1.6,21.17,22.08,25.94,0.9099999999999966,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2020-11-01,11,Post-Monsoon,58.84,28.65,67.88,14.72,6.05,22.08,22.72,67.94,0.6400000000000006,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2020-12-01,12,Winter,42.33,24.66,73.8,17.03,3.46,22.72,23.27,58.84,0.5500000000000007,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2021-01-01,1,Winter,7.78,26.79,54.78,20.2,3.2,23.27,23.16,42.33,-0.10999999999999943,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2021-02-01,2,Winter,6.35,28.16,65.08,15.91,5.34,23.16,23.16,7.78,0.0,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2021-03-01,3,Summer,9.67,28.24,60.41,23.43,6.16,23.16,23.21,6.35,0.05000000000000071,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2021-04-01,4,Summer,5.58,34.05,41.29,19.1,3.8,23.21,23.06,9.67,-0.15000000000000213,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2021-05-01,5,Summer,11.3,35.68,76.57,22.07,1.52,23.06,23.12,5.58,0.060000000000002274,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2021-06-01,6,Monsoon,30.75,34.61,64.76,16.0,1.69,23.12,23.4,11.3,0.2799999999999976,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2021-07-01,7,Monsoon,28.2,27.31,73.26,22.51,3.92,23.4,23.69,30.75,0.2900000000000027,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2021-08-01,8,Monsoon,39.65,28.2,57.64,16.15,2.96,23.69,24.2,28.2,0.509999999999998,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2021-09-01,9,Monsoon,30.07,32.47,48.8,23.34,1.74,24.2,24.56,39.65,0.35999999999999943,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2021-10-01,10,Post-Monsoon,56.98,30.69,86.22,14.4,3.52,24.56,25.0,30.07,0.4400000000000013,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2021-11-01,11,Post-Monsoon,60.94,30.83,57.46,18.27,2.14,25.0,25.0,56.98,0.0,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2021-12-01,12,Winter,54.26,23.59,61.67,21.66,3.99,25.0,25.0,60.94,0.0,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2022-01-01,1,Winter,10.12,26.34,61.08,19.66,5.32,25.0,25.0,54.26,0.0,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2022-02-01,2,Winter,4.29,32.29,66.5,14.2,5.26,25.0,24.92,10.12,-0.0799999999999983,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2022-03-01,3,Summer,6.47,27.04,59.21,19.41,4.89,24.92,24.83,4.29,-0.09000000000000341,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2022-04-01,4,Summer,11.56,36.72,78.19,18.0,6.27,24.83,24.82,6.47,-0.00999999999999801,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2022-05-01,5,Summer,4.98,33.89,60.07,20.6,3.85,24.82,24.81,11.56,-0.010000000000001563,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2022-06-01,6,Monsoon,33.63,33.42,77.26,18.13,4.23,24.81,25.0,4.98,0.19000000000000128,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2022-07-01,7,Monsoon,35.98,31.97,66.98,23.35,5.67,25.0,25.0,33.63,0.0,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2022-08-01,8,Monsoon,28.85,29.58,48.42,18.71,2.29,25.0,25.0,35.98,0.0,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2022-09-01,9,Monsoon,39.15,28.44,62.27,23.29,4.4,25.0,25.0,28.85,0.0,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2022-10-01,10,Post-Monsoon,67.35,29.07,63.3,20.22,1.69,25.0,25.0,39.15,0.0,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2022-11-01,11,Post-Monsoon,64.94,31.6,50.13,19.34,1.5,25.0,25.0,67.35,0.0,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2022-12-01,12,Winter,46.25,23.25,46.97,22.06,2.9,25.0,25.0,64.94,0.0,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2023-01-01,1,Winter,7.04,26.33,62.85,17.56,5.24,25.0,24.95,46.25,-0.05000000000000071,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2023-02-01,2,Winter,10.17,32.76,63.68,21.93,4.52,24.95,24.95,7.04,0.0,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2023-03-01,3,Summer,2.4,32.91,52.33,20.67,2.92,24.95,24.82,10.17,-0.129999999999999,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2023-04-01,4,Summer,7.87,36.12,60.76,22.36,2.82,24.82,24.8,2.4,-0.019999999999999574,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2023-05-01,5,Summer,7.38,37.65,59.1,20.46,2.25,24.8,24.67,7.87,-0.129999999999999,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2023-06-01,6,Monsoon,30.13,38.11,80.94,14.2,2.53,24.67,24.98,7.38,0.3099999999999987,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2023-07-01,7,Monsoon,38.05,30.16,64.65,18.9,2.1,24.98,25.0,30.13,0.019999999999999574,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2023-08-01,8,Monsoon,27.95,32.4,74.3,23.11,6.22,25.0,25.0,38.05,0.0,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2023-09-01,9,Monsoon,34.83,31.67,68.28,14.34,3.99,25.0,25.0,27.95,0.0,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2023-10-01,10,Post-Monsoon,45.49,29.19,53.02,18.32,4.62,25.0,25.0,34.83,0.0,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2023-11-01,11,Post-Monsoon,55.11,28.1,87.8,19.57,5.19,25.0,25.0,45.49,0.0,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2023-12-01,12,Winter,62.95,24.16,77.28,18.84,4.74,25.0,25.0,55.11,0.0,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2024-01-01,1,Winter,8.54,25.09,58.36,14.91,6.12,25.0,24.94,62.95,-0.05999999999999872,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2024-02-01,2,Winter,3.27,29.14,61.95,19.92,5.68,24.94,24.93,8.54,-0.010000000000001563,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2024-03-01,3,Summer,4.37,32.34,66.36,16.62,1.83,24.93,24.94,3.27,0.010000000000001563,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2024-04-01,4,Summer,4.45,39.17,70.51,18.16,5.1,24.94,24.77,4.37,-0.1700000000000017,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2024-05-01,5,Summer,6.08,34.34,75.78,22.04,1.83,24.77,24.68,4.45,-0.08999999999999986,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2024-06-01,6,Monsoon,33.15,39.35,65.45,15.22,4.17,24.68,24.95,6.08,0.2699999999999996,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2024-07-01,7,Monsoon,30.56,29.89,62.98,17.25,6.23,24.95,25.0,33.15,0.05000000000000071,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2024-08-01,8,Monsoon,31.37,31.03,61.09,15.62,3.93,25.0,25.0,30.56,0.0,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2024-09-01,9,Monsoon,37.87,30.76,55.27,23.46,2.16,25.0,25.0,31.37,0.0,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2024-10-01,10,Post-Monsoon,47.94,32.6,69.4,21.2,5.27,25.0,25.0,37.87,0.0,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2024-11-01,11,Post-Monsoon,53.29,30.71,60.92,23.62,5.95,25.0,25.0,47.94,0.0,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2024-12-01,12,Winter,64.68,24.59,67.78,18.62,3.07,25.0,25.0,53.29,0.0,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2025-01-01,1,Winter,9.3,24.05,82.37,21.11,1.76,25.0,24.92,64.68,-0.0799999999999983,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2025-02-01,2,Winter,6.58,28.57,76.26,16.42,3.92,24.92,24.79,9.3,-0.13000000000000256,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2025-03-01,3,Summer,5.78,31.5,64.34,23.92,5.35,24.79,24.78,6.58,-0.00999999999999801,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2025-04-01,4,Summer,7.01,34.64,53.93,18.1,5.4,24.78,24.68,5.78,-0.10000000000000142,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2025-05-01,5,Summer,4.28,39.46,44.24,19.02,4.53,24.68,24.59,7.01,-0.08999999999999986,0
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2025-06-01,6,Monsoon,31.78,36.53,81.01,15.76,5.56,24.59,24.9,4.28,0.3099999999999987,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2025-07-01,7,Monsoon,26.1,31.6,53.59,19.18,2.06,24.9,25.0,31.78,0.10000000000000142,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2025-08-01,8,Monsoon,26.94,28.52,60.9,18.07,3.42,25.0,25.0,26.1,0.0,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2025-09-01,9,Monsoon,31.3,28.02,65.82,15.47,4.56,25.0,25.0,26.94,0.0,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2025-10-01,10,Post-Monsoon,61.44,32.63,44.04,23.12,6.23,25.0,25.0,31.3,0.0,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2025-11-01,11,Post-Monsoon,43.95,28.81,63.74,14.09,3.71,25.0,25.0,61.44,0.0,1
Tamil Nadu,Coimbatore,Coimbatore Block 3,Coimbatore Village 3-2,OW-1012,11.09968,76.96814,2025-12-01,12,Winter,56.32,23.69,72.35,18.73,4.57,25.0,25.0,43.95,0.0,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2018-01-01,1,Winter,11.06,22.6,43.36,14.47,4.84,11.28,11.22,27.32455439814815,-0.05999999999999872,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2018-02-01,2,Winter,3.63,31.87,68.21,22.53,6.07,11.22,11.18,11.06,-0.040000000000000924,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2018-03-01,3,Summer,11.04,28.92,57.47,14.44,5.1,11.18,11.2,3.63,0.019999999999999574,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2018-04-01,4,Summer,4.56,34.33,65.88,20.7,1.5,11.2,11.06,11.04,-0.1399999999999988,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2018-05-01,5,Summer,2.79,34.34,61.16,17.55,3.1,11.06,10.86,4.56,-0.20000000000000107,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2018-06-01,6,Monsoon,34.27,33.16,36.14,18.3,5.88,10.86,11.26,2.79,0.40000000000000036,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2018-07-01,7,Monsoon,25.51,31.55,80.52,14.54,2.2,11.26,11.47,34.27,0.21000000000000085,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2018-08-01,8,Monsoon,27.33,30.02,88.4,19.45,2.92,11.47,11.64,25.51,0.16999999999999993,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2018-09-01,9,Monsoon,37.48,31.33,50.06,23.78,2.29,11.64,12.06,27.33,0.41999999999999993,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2018-10-01,10,Post-Monsoon,50.92,30.84,64.68,15.29,3.65,12.06,12.71,37.48,0.6500000000000004,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2018-11-01,11,Post-Monsoon,66.63,27.24,76.6,14.31,6.33,12.71,13.56,50.92,0.8499999999999996,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2018-12-01,12,Winter,49.1,23.81,56.88,14.66,6.45,13.56,14.24,66.63,0.6799999999999997,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2019-01-01,1,Winter,8.55,24.21,46.3,21.03,1.84,14.24,14.28,49.1,0.03999999999999915,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2019-02-01,2,Winter,4.15,31.43,95.0,15.89,4.37,14.28,14.25,8.55,-0.02999999999999936,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2019-03-01,3,Summer,10.62,32.65,38.79,16.34,1.75,14.25,14.3,4.15,0.05000000000000071,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2019-04-01,4,Summer,8.54,36.74,68.28,23.44,3.48,14.3,14.24,10.62,-0.0600000000000005,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2019-05-01,5,Summer,6.89,36.59,61.05,18.71,5.03,14.24,14.11,8.54,-0.13000000000000078,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2019-06-01,6,Monsoon,29.27,33.3,44.62,18.96,4.22,14.11,14.46,6.89,0.3500000000000014,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2019-07-01,7,Monsoon,36.17,32.91,69.55,18.54,4.2,14.46,14.78,29.27,0.3199999999999985,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2019-08-01,8,Monsoon,31.68,29.24,73.34,18.93,4.4,14.78,15.17,36.17,0.39000000000000057,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2019-09-01,9,Monsoon,38.41,31.05,55.63,20.04,2.1,15.17,15.68,31.68,0.5099999999999998,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2019-10-01,10,Post-Monsoon,55.82,29.42,68.12,19.89,1.95,15.68,16.38,38.41,0.6999999999999993,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2019-11-01,11,Post-Monsoon,45.24,32.92,87.01,17.25,1.97,16.38,16.82,55.82,0.4400000000000013,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2019-12-01,12,Winter,48.59,24.12,72.18,20.5,1.62,16.82,17.33,45.24,0.509999999999998,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2020-01-01,1,Winter,7.37,23.39,68.76,16.5,1.83,17.33,17.26,48.59,-0.06999999999999673,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2020-02-01,2,Winter,7.72,29.43,72.99,17.64,2.58,17.26,17.19,7.37,-0.07000000000000028,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2020-03-01,3,Summer,11.71,28.05,47.52,18.47,2.77,17.19,17.15,7.72,-0.0400000000000027,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2020-04-01,4,Summer,6.85,36.8,87.39,17.05,2.41,17.15,17.18,11.71,0.030000000000001137,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2020-05-01,5,Summer,9.14,34.37,54.12,18.16,3.85,17.18,17.2,6.85,0.019999999999999574,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2020-06-01,6,Monsoon,25.61,35.17,83.87,20.64,4.83,17.2,17.47,9.14,0.2699999999999996,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2020-07-01,7,Monsoon,31.36,28.16,63.1,16.28,2.9,17.47,17.87,25.61,0.40000000000000213,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2020-08-01,8,Monsoon,34.23,27.45,67.61,15.34,4.72,17.87,18.26,31.36,0.39000000000000057,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2020-09-01,9,Monsoon,35.33,30.34,74.41,15.16,4.18,18.26,18.66,34.23,0.3999999999999986,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2020-10-01,10,Post-Monsoon,48.04,30.62,49.78,22.71,6.49,18.66,19.21,35.33,0.5500000000000007,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2020-11-01,11,Post-Monsoon,52.14,28.35,63.29,17.67,6.07,19.21,19.86,48.04,0.6499999999999986,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2020-12-01,12,Winter,51.2,23.92,44.73,22.37,4.75,19.86,20.46,52.14,0.6000000000000014,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2021-01-01,1,Winter,5.34,26.09,35.03,18.97,4.84,20.46,20.49,51.2,0.029999999999997584,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2021-02-01,2,Winter,10.72,29.68,68.76,17.43,2.19,20.49,20.51,5.34,0.020000000000003126,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2021-03-01,3,Summer,6.96,29.42,55.58,23.61,4.5,20.51,20.4,10.72,-0.11000000000000298,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2021-04-01,4,Summer,3.09,35.78,86.27,17.37,4.35,20.4,20.23,6.96,-0.16999999999999815,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2021-05-01,5,Summer,2.78,33.51,60.22,20.69,4.21,20.23,20.05,3.09,-0.17999999999999972,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2021-06-01,6,Monsoon,26.0,33.91,70.83,19.57,6.23,20.05,20.31,2.78,0.259999999999998,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2021-07-01,7,Monsoon,29.23,30.64,68.04,22.21,2.93,20.31,20.65,26.0,0.33999999999999986,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2021-08-01,8,Monsoon,36.59,27.34,54.23,17.69,4.03,20.65,21.04,29.23,0.39000000000000057,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2021-09-01,9,Monsoon,35.66,29.13,81.29,19.48,4.7,21.04,21.47,36.59,0.4299999999999997,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2021-10-01,10,Post-Monsoon,42.54,27.72,86.5,16.25,4.0,21.47,21.89,35.66,0.4200000000000017,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2021-11-01,11,Post-Monsoon,61.04,31.73,51.82,17.94,2.46,21.89,22.74,42.54,0.8499999999999979,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2021-12-01,12,Winter,57.73,26.95,44.39,15.67,1.73,22.74,23.4,61.04,0.6600000000000001,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2022-01-01,1,Winter,4.53,26.15,68.08,18.09,4.81,23.4,23.33,57.73,-0.07000000000000028,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2022-02-01,2,Winter,8.31,29.7,66.41,15.89,4.04,23.33,23.3,4.53,-0.029999999999997584,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2022-03-01,3,Summer,10.11,31.41,55.76,21.21,4.0,23.3,23.22,8.31,-0.08000000000000185,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2022-04-01,4,Summer,11.2,33.39,68.91,22.21,1.69,23.22,23.26,10.11,0.0400000000000027,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2022-05-01,5,Summer,7.42,34.04,68.52,21.14,6.08,23.26,23.18,11.2,-0.08000000000000185,0
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2022-06-01,6,Monsoon,34.75,35.76,50.58,14.01,2.1,23.18,23.55,7.42,0.370000000000001,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2022-07-01,7,Monsoon,34.8,29.5,66.99,14.74,2.46,23.55,23.85,34.75,0.3000000000000007,1
Tamil Nadu,Madurai,Madurai Block 1,Madurai Village 1-1,OW-1013,9.89222,78.27951,2022-08-01,8,Monsoon,35.6,32.37,85.95,15.18,6.45,23.85,24.3,34.8,0.4499999999999993,1
